released_year,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,bpm_category,charted_on_spotify,class_label_apple_chart_category
2021,3406,596152090,61,70,D,Major,85,92,54,16,0,29,7,2,1,True,1
2021,903,177129919,30,15,F#,Minor,63,75,75,17,0,11,8,4,1,False,1
2022,6809,716591492,151,175,E,Minor,84,90,70,9,0,14,8,1,1,True,3
1999,33966,1210599487,141,"6,591",B,Major,81,53,78,18,0,6,24,1,1,False,2
2022,590,246376690,4,20,D,Minor,51,50,76,30,0,10,7,1,2,True,3
2022,3766,496311364,76,102,G,Minor,35,23,61,23,0,19,6,1,3,False,5
2022,1430,146789379,46,34,G,Major,53,31,31,92,0,28,3,1,3,False,1
1999,31762,843309044,142,"5,451",D#,Minor,92,31,89,3,0,8,25,1,1,False,1
2022,4049,500340342,119,85,F#,Major,69,91,63,11,0,9,31,1,3,False,1
2022,2096,107255472,34,30,G#,Minor,47,50,80,10,0,32,38,1,3,False,1
2022,1175,135079152,34,31,G,Major,52,44,60,40,0,26,3,1,2,False,1
2012,29499,822239726,124,587,A#,Minor,91,49,61,3,0,17,22,1,2,True,1
2002,30427,1202722675,235,"5,221",F#,Minor,90,79,71,26,0,7,37,1,1,True,3
2022,2711,343197054,105,51,D,Minor,61,65,64,1,0,12,4,1,3,False,1
2013,4310,240769997,13,113,C#,Major,60,37,71,8,0,48,4,3,2,False,5
2019,5342,426204830,33,7,D#,Major,37,17,67,2,0,34,9,3,3,False,3
2016,2393,421135627,22,65,A,Major,31,30,88,7,0,8,8,3,3,False,1
2019,3444,554875730,24,102,B,Major,57,23,66,4,6,15,4,4,3,True,2
2019,5443,467727006,45,80,F,Minor,46,43,43,23,8,8,22,3,1,False,1
2020,272,327498031,7,2,F,Minor,84,49,72,8,0,15,8,3,1,True,1
2021,975,185408548,11,10,D,Major,60,47,62,3,0,38,4,1,3,False,5
2022,1034,245400167,19,12,F,Minor,67,74,75,44,0,7,30,1,3,True,1
1995,18773,579395142,128,"1,663",G,Major,77,76,84,3,0,38,4,1,1,False,1
1999,19067,675039469,78,"1,674",G#,Major,93,61,74,9,0,17,8,1,3,False,1
2021,3541,252871192,57,50,B,Minor,31,4,86,1,0,28,17,4,3,True,1
2021,1492,231996128,44,91,A,Major,76,92,62,6,0,8,13,1,1,False,2
2017,33206,1929770265,284,"1,481",C#,Minor,91,42,60,0,0,9,12,2,3,True,3
1999,17115,918915401,83,"4,180",F#,Minor,78,53,74,4,0,45,21,4,1,False,2
2020,6955,1180896317,65,398,A#,Minor,81,83,75,14,0,29,34,1,3,False,1
2017,2742,498960285,5,62,G#,Major,67,8,54,27,0,8,4,4,2,False,1
2020,4214,685071800,21,40,B,Major,86,89,79,17,0,11,6,1,1,True,1
2022,2026,258714692,47,42,G#,Minor,74,61,52,30,0,26,9,1,1,False,1
2022,352,143139338,10,39,D,Minor,79,86,52,66,0,9,7,1,3,False,5
2021,1517,209768491,42,15,D,Minor,73,37,74,28,0,14,6,4,1,False,1
2022,847,64714573,25,14,B,Major,89,75,70,6,0,13,5,1,3,False,5
2022,910,50746620,20,24,C#,Major,65,60,60,11,0,10,40,1,1,False,1
2022,601,154119539,28,64,F,Minor,89,89,86,16,0,8,5,1,3,False,2
2021,1800,181328253,43,46,G#,Minor,51,66,53,60,0,11,18,4,3,False,1
2015,1930,370068639,3,28,D#,Major,47,44,76,8,91,9,3,3,1,False,5
2014,33032,2280566092,363,"3,895",D,Major,78,58,45,47,0,18,3,1,1,False,3
2019,6332,563902868,47,266,F,Major,31,31,63,47,27,21,12,4,1,False,3
2021,509,317622165,8,6,F,Major,44,18,38,70,0,12,4,1,3,True,3
2022,971,291709698,35,93,D#,Minor,73,68,83,55,0,90,7,1,2,True,3
2019,2578,203680270,8,66,G#,Minor,39,45,55,73,0,9,21,4,1,False,2
2022,1064,81350745,42,26,C#,Minor,84,54,51,47,0,12,40,1,2,False,1
2019,3618,282883169,21,138,E,Minor,56,19,46,92,72,11,3,4,1,False,2
2022,1040,64787943,8,29,C#,Major,92,62,86,11,0,24,24,1,2,False,5
2019,15010,2484812918,453,"1,785",A,Minor,76,77,52,4,0,8,3,3,2,True,1
2019,4708,461437791,13,55,F,Minor,62,46,73,10,0,67,11,2,3,False,1
2019,13454,1439191367,246,519,G#,Major,68,57,77,2,0,10,5,1,1,True,2
2020,4890,759208783,52,100,C#,Major,74,59,87,3,0,8,5,1,1,True,1
1991,9514,368646862,45,"1,197",G#,Major,44,8,20,74,42,11,3,4,2,False,1
2022,3501,299634472,69,51,G,Major,81,68,63,17,0,10,22,2,2,False,1
2022,6111,756907987,185,492,G#,Major,76,96,70,18,0,33,4,2,1,True,1
2022,5415,682475162,46,53,A#,Minor,87,82,53,10,0,5,8,1,1,True,1
2021,4673,546191065,123,180,E,Minor,81,40,73,15,0,9,8,4,1,True,3
2022,1856,229473310,29,31,G,Major,95,36,37,35,0,10,28,2,2,True,1
2022,200,202677468,12,0,F#,Major,64,76,44,70,9,12,4,2,1,True,1
2022,1888,121913181,26,58,D#,Minor,28,26,20,19,0,30,3,1,1,False,1
2022,911,208166039,45,99,A,Minor,78,55,57,4,0,10,8,1,3,True,5
2004,2954,527033089,18,0,A#,Major,81,56,70,4,0,5,24,2,1,True,2
2022,461,94616487,7,13,C#,Minor,59,70,74,56,0,11,40,2,1,False,1
2021,2844,394030335,29,35,A#,Minor,80,71,68,6,0,10,37,2,3,True,1
2022,2939,193443895,42,24,E,Minor,65,11,58,0,0,12,9,1,3,False,5
2022,695,299648208,16,13,G#,Major,55,86,44,40,0,7,4,1,3,True,1
2022,328,182978249,10,7,F#,Major,72,55,64,49,0,7,4,1,1,False,1
2022,866,319757142,27,32,G,Major,59,73,45,44,0,34,3,1,3,True,2
2013,1550,109091573,0,14,C#,Major,77,68,70,6,0,17,20,3,1,False,5
2022,1729,153240879,26,19,D,Minor,80,24,65,2,0,9,4,1,1,False,1
2021,2005,346127840,16,43,B,Major,42,33,44,62,0,8,6,4,2,False,1
2020,1188,312622938,13,15,C#,Minor,76,81,80,20,0,25,4,1,1,False,1
1975,40112,2197010679,321,"5,691",A,Minor,41,23,40,27,0,30,5,4,1,True,3
2018,3659,1200808494,11,267,A,Minor,59,23,46,66,0,15,6,2,3,False,1
2020,9833,797196073,233,531,F#,Minor,69,90,88,5,0,29,8,2,1,False,2
2013,50887,1970673297,315,"6,284",D,Major,53,66,78,0,0,16,5,1,2,True,3
2021,3257,665765558,10,70,A#,Minor,70,71,58,24,0,7,13,2,3,False,5
2021,1473,263779030,2,12,D,Major,69,35,57,12,0,10,9,4,3,False,5
2020,2226,339473453,36,11,A,Minor,67,37,46,13,0,10,39,4,2,False,1
2017,23375,2204080728,336,"2,692",B,Minor,61,47,65,3,0,17,4,1,1,True,3
2016,28032,2591224264,315,"2,179",G#,Major,75,64,52,41,0,11,3,2,1,False,3
2022,290,135444283,9,10,B,Minor,39,28,77,4,0,6,29,1,3,False,2
2011,42798,1457139296,217,"6,508",A,Major,86,75,52,54,0,10,4,1,2,False,3
2019,2605,236872197,15,50,F#,Minor,68,33,43,38,0,36,14,3,1,False,1
2022,8737,694525298,163,137,G#,Major,91,32,56,3,0,11,10,2,2,False,1
2022,1105,240661097,32,19,B,Major,58,56,83,5,0,7,4,2,3,False,5
2022,2499,421365166,68,43,G#,Major,45,27,67,32,0,13,14,1,1,True,1
2022,2697,349746291,55,32,G,Major,81,59,83,9,0,11,5,2,1,True,1
2022,2092,255120451,75,44,F,Major,60,58,69,2,0,58,4,2,3,False,1
2022,1185,190981339,21,31,C#,Major,68,41,55,16,0,10,12,2,3,False,5
2015,11985,924193303,79,250,D#,Minor,76,63,71,3,0,10,3,1,1,False,2
2022,753,305771063,28,13,C#,Minor,70,54,71,0,0,33,4,2,2,True,3
2022,2995,273005485,49,30,G,Minor,83,63,74,14,0,16,6,2,1,False,1
2022,225,89566512,11,7,C#,Minor,72,22,46,24,0,9,6,2,3,False,5
2015,9243,677389855,155,577,F,Minor,59,30,62,1,0,8,4,1,2,False,1
2022,918,75476209,24,52,G,Minor,63,45,64,34,0,9,8,2,3,False,5
2021,1959,408843328,52,32,B,Major,56,41,57,1,0,13,3,4,3,True,1
2022,540,187772591,26,39,G#,Minor,78,63,64,1,0,7,4,1,2,True,1
2022,859,178512385,14,11,A#,Major,79,48,84,13,0,21,23,2,1,False,5
2022,1116,101780047,31,15,D,Major,70,22,61,2,0,10,34,2,3,False,1
2022,273,118381354,12,4,D,Major,86,91,79,29,0,60,16,2,1,True,1
2022,686,146363130,11,12,F#,Major,71,55,44,74,0,11,6,2,2,True,1
2022,226,126443991,5,4,E,Minor,71,63,45,45,0,11,3,2,1,False,5
2022,1264,157990698,20,52,D#,Minor,69,90,91,6,0,35,4,2,1,False,1
2022,870,176290831,32,49,D#,Minor,93,77,45,25,0,13,27,2,3,False,5
2019,7556,1023187129,124,254,E,Major,57,6,27,84,0,9,3,1,2,False,1
1996,1370,106933107,46,60,G,Major,89,59,64,5,0,19,7,4,1,False,1
2022,315,139193812,27,31,C#,Minor,87,28,50,12,0,10,10,2,2,True,1
2022,651,212234990,6,20,C#,Major,58,71,80,15,0,7,41,2,2,False,3
2016,12382,1714490998,229,"1,370",D,Major,86,97,80,36,0,9,6,4,2,False,2
2022,625,197643795,10,13,F,Major,78,83,75,41,0,27,8,2,1,False,1
2019,8429,807015863,85,200,E,Minor,45,25,84,21,0,13,6,1,3,True,1
2013,52898,933815613,203,"8,215",F#,Minor,79,87,81,4,0,10,4,1,2,False,1
2021,3436,499710590,32,46,D#,Major,86,62,49,51,0,35,21,3,2,False,1
2022,918,120847157,34,30,A,Minor,91,73,72,13,0,9,15,1,1,False,1
2022,181,53909146,16,7,G#,Major,68,24,58,44,0,6,3,2,2,False,1
2014,18778,2236667932,228,"2,453",E,Major,61,20,38,61,0,10,5,3,2,True,3
2015,22730,2123309722,289,"2,430",E,Major,61,53,38,84,0,28,44,4,1,True,2
2022,5542,301242089,52,65,D#,Minor,81,39,66,38,0,12,14,2,3,False,1
2022,9021,723894473,242,272,A#,Minor,84,72,74,10,0,34,7,2,2,False,1
2022,4627,237351106,38,32,C#,Minor,78,40,74,36,0,17,27,2,1,False,1
2022,2229,461558540,27,24,F,Major,56,61,90,36,0,18,31,2,1,False,1
2022,1112,417230415,7,13,B,Minor,79,22,55,31,0,12,5,2,1,True,1
2022,2575,156898322,4,12,G#,Major,52,32,83,24,0,17,43,2,1,False,1
2022,3107,127309180,4,22,A#,Minor,55,50,78,19,0,11,35,2,3,False,5
2022,1179,313113297,7,11,G,Major,87,93,59,28,0,17,5,2,3,False,1
2022,3486,173702135,20,33,A#,Minor,85,41,43,39,0,12,21,2,1,False,1
2022,2942,271666301,42,43,B,Major,50,39,78,4,0,11,33,2,2,False,1
2022,1443,305650299,9,22,A#,Major,71,43,65,23,0,9,5,2,1,False,1
2022,3028,123216717,22,23,C#,Minor,92,78,57,46,0,14,9,2,3,False,5
2022,1796,479655659,8,18,B,Minor,66,58,79,23,0,22,20,2,3,True,1
2022,2729,126191104,3,13,G,Major,78,51,43,69,0,14,9,2,3,False,1
2022,1195,344055883,8,13,C#,Minor,80,45,62,76,0,10,38,2,1,False,1
2022,892,338422004,10,11,C#,Major,82,50,67,12,0,13,5,2,2,True,1
2022,1635,68895644,4,6,B,Major,65,52,69,31,0,8,36,2,2,False,1
2022,2291,86176890,9,8,G#,Major,61,66,71,53,0,32,46,2,2,False,5
2022,1029,403231558,5,9,B,Major,84,74,69,21,0,18,6,2,3,True,1
2022,1681,319546754,10,13,D,Major,78,55,60,59,0,7,4,2,2,True,1
2022,1480,61739839,1,5,A#,Minor,56,56,47,76,0,8,36,2,1,False,5
2022,829,283359161,4,10,F#,Minor,86,67,65,42,0,35,7,2,2,False,1
2022,2308,76831876,7,7,D#,Minor,57,71,82,19,0,15,29,2,3,False,5
2022,1004,283332261,8,9,F,Minor,50,41,50,69,0,12,6,2,3,True,1
2022,1367,307752576,48,34,C#,Major,80,26,85,23,0,11,21,1,2,False,1
2022,1112,279737940,7,12,G#,Major,81,77,79,19,0,47,8,2,1,True,1
2022,1209,212351890,9,14,G#,Major,63,60,70,5,0,9,31,2,2,False,1
2019,9539,1304313953,162,355,D,Major,61,24,62,60,0,24,31,2,3,True,3
2022,1992,150500965,35,3,B,Major,83,41,65,0,10,11,8,2,3,False,5
2022,897,246127838,6,8,C#,Minor,85,72,58,9,0,49,12,2,2,False,1
2016,2948,582863434,10,150,B,Minor,51,48,82,0,0,5,3,1,2,False,1
2022,1860,58687425,1,3,A,Major,73,26,54,30,0,34,32,2,3,False,5
2022,802,212109195,16,23,E,Major,91,91,96,3,0,3,9,2,2,False,2
2022,2224,382199619,48,87,A#,Major,36,30,54,34,0,14,5,2,1,True,1
2022,1103,41210087,0,0,G,Major,44,74,42,88,0,9,9,2,1,False,5
2022,2265,231657891,93,173,G,Major,64,80,88,0,0,12,6,2,2,False,1
2022,555,53729194,10,4,D,Major,83,32,82,14,0,12,4,2,1,False,1
2022,2050,244741137,52,46,G,Major,38,20,66,9,0,9,8,2,1,False,1
2022,1493,42485571,2,10,C#,Minor,37,14,24,80,0,11,4,2,3,False,5
2022,1545,37778188,1,4,G,Major,43,60,38,76,1,48,38,2,1,False,5
2022,2350,254218729,28,23,G#,Major,88,28,66,6,0,13,31,2,2,False,1
2022,1929,53603447,2,4,E,Minor,66,29,65,23,0,8,7,2,1,False,5
2022,710,160035717,16,18,B,Minor,84,61,42,31,0,9,9,2,3,True,1
2022,928,164163229,19,7,G#,Major,61,32,90,25,0,10,9,2,1,False,5
2022,1194,37091576,0,3,F,Minor,66,83,43,84,0,19,19,2,2,False,5
2022,349,284249832,10,3,B,Minor,71,67,60,7,0,6,4,1,1,True,1
2022,1890,33381454,3,2,G#,Minor,49,50,37,87,0,11,35,2,3,False,5
2022,1308,184622518,23,9,C#,Major,68,45,71,18,0,11,25,2,3,True,1
2022,4531,300983101,135,119,A#,Major,77,53,78,19,0,29,4,1,2,False,2
2022,1657,121077868,15,3,B,Major,71,37,52,62,0,11,36,2,1,False,1
2022,1351,106919680,26,17,G#,Minor,82,82,66,13,0,11,6,2,3,False,1
2022,608,136996305,5,14,F#,Major,87,46,60,1,0,13,16,2,1,False,1
2021,1211,65719930,31,19,C#,Minor,73,59,81,13,0,9,6,1,1,False,5
2022,629,229497852,18,9,G,Major,86,43,62,5,0,13,14,2,1,False,2
2022,1301,185550869,23,15,G#,Major,54,45,79,1,0,17,5,2,3,False,1
2022,1329,54682594,42,32,B,Major,47,33,83,18,0,10,5,1,1,False,1
2022,343,240580042,4,11,D#,Major,53,14,43,64,0,13,3,2,3,True,1
1998,13101,1284942608,137,582,B,Minor,32,49,72,0,0,9,4,2,3,True,1
2022,2939,71423324,29,30,G#,Minor,76,79,81,18,0,6,34,2,1,False,5
2019,407,244891912,5,5,G,Major,58,27,36,86,0,9,3,4,1,True,5
2022,1492,132171975,26,15,E,Major,47,7,50,32,0,7,4,2,3,False,1
2017,2264,184706613,11,25,E,Major,37,27,56,8,0,13,3,4,3,False,1
2021,801,184826429,42,24,D#,Major,70,31,44,84,0,9,39,3,3,False,1
2022,829,302006641,32,26,C#,Major,56,68,89,4,0,33,19,3,3,False,3
2022,736,330881149,5,17,G#,Major,72,70,82,2,0,4,17,3,1,False,3
2022,4449,334733572,80,66,B,Major,72,36,72,26,6,11,4,2,2,True,1
2022,3218,366214458,29,79,D,Major,51,39,29,90,0,10,4,2,2,True,1
2022,327,114546317,5,12,D,Major,63,29,51,43,0,25,4,3,2,False,1
2022,2775,290833204,21,40,D,Major,69,63,45,48,0,18,4,2,3,False,1
2022,4576,448500832,79,93,G#,Minor,80,74,60,8,0,14,26,2,3,False,1
2022,2313,136676504,34,29,G,Major,88,15,56,1,0,8,6,3,2,False,5
2022,3983,190625045,73,119,B,Minor,82,76,70,16,0,8,5,2,1,False,1
2022,279,79095270,0,6,G#,Minor,60,68,84,4,0,24,11,3,3,False,1
2022,2302,273194684,20,39,D#,Major,56,40,54,72,0,10,4,2,3,False,1
2022,3559,333146475,36,31,A,Minor,80,77,85,11,0,17,14,2,3,True,1
2022,2129,194902696,23,44,F,Minor,71,39,86,2,0,51,25,2,1,False,1
2022,3291,311482393,43,79,D#,Major,58,30,46,14,0,9,3,2,3,True,1
1982,5328,195918494,54,900,G,Major,73,88,67,20,0,32,5,1,3,False,2
2022,1401,248511839,26,17,C#,Minor,82,42,75,6,0,63,6,3,2,False,1
2022,1933,233671263,13,31,G,Major,56,20,54,67,0,6,5,2,2,False,1
2022,1986,199587884,7,15,F,Major,65,88,72,36,14,20,3,2,3,False,1
2022,1057,91781263,51,19,D#,Minor,63,29,62,4,0,18,4,3,1,False,1
2022,5115,383835984,109,301,C#,Major,85,42,80,6,0,17,14,1,2,True,1
2022,2094,236060709,8,18,A,Major,72,90,48,32,0,18,23,2,3,True,1
2022,2171,189236868,18,28,A,Minor,83,90,64,35,5,9,4,2,2,False,1
2022,896,160845341,19,15,B,Major,81,68,58,83,0,11,34,2,1,False,5
2014,5148,588955257,90,365,G#,Major,57,30,89,10,0,33,8,1,1,False,1
2022,2528,238350348,63,270,G,Major,51,21,63,5,0,41,3,2,3,False,1
2022,1900,187703102,15,23,E,Minor,71,90,81,31,2,13,3,2,2,True,1
2022,3879,295307001,107,86,F,Minor,91,63,77,12,1,10,5,3,2,True,2
2022,896,138334433,0,2,F#,Major,83,56,82,10,0,9,5,3,1,False,5
2016,8775,445590495,33,107,F,Major,56,25,45,1,3,7,3,4,2,False,2
2022,5290,286739476,139,142,E,Minor,60,46,71,3,0,16,4,2,2,False,2
2018,10211,1122364376,38,65,D#,Major,52,28,48,54,1,19,3,4,1,False,2
2022,584,157136970,12,8,F,Minor,81,61,93,49,0,12,11,3,2,True,1
2022,1517,137070925,26,30,B,Major,42,32,20,94,0,11,4,2,2,False,1
2021,246,183273246,4,0,B,Minor,68,54,76,21,0,11,20,2,1,True,3
2022,220,184807630,16,0,B,Major,49,14,40,82,0,11,3,2,2,True,1
2022,514,164856284,5,1,F#,Minor,70,97,62,47,0,10,4,2,3,False,1
1986,6080,704171068,112,406,E,Minor,54,59,83,0,44,20,4,2,1,False,3
2022,9724,354614964,222,259,C#,Minor,70,87,88,4,0,26,8,3,2,False,2
2022,2341,279717388,37,38,C#,Major,91,59,82,8,0,6,8,3,2,False,1
2022,5263,195628667,66,61,E,Minor,51,5,68,12,2,15,6,3,2,False,2
2022,2402,221752937,45,26,C#,Major,73,62,75,0,0,34,8,3,1,False,1
2022,795,263280370,26,15,G#,Minor,81,72,65,4,0,14,4,1,2,True,1
2022,571,213505179,19,14,D,Major,80,36,86,4,0,3,5,3,1,False,1
2022,832,130419412,18,24,F,Minor,44,41,92,0,0,44,7,2,3,True,3
2022,565,155795783,6,11,D,Major,78,31,72,1,0,11,4,3,1,False,2
1987,41231,1553497987,228,"6,720",F#,Major,45,67,90,9,11,10,5,1,2,True,3
2022,4526,293466523,156,150,D#,Minor,80,55,56,13,0,8,9,2,1,True,4
2022,1818,711366595,3,63,G#,Major,56,52,64,11,0,45,7,2,3,False,5
2022,2814,191448892,38,25,A#,Minor,88,8,49,9,0,9,14,3,3,False,3
2022,1601,85924992,11,2,A,Major,88,52,69,0,0,8,23,3,3,False,5
2022,894,176103902,28,54,F#,Major,95,83,57,54,0,10,25,3,2,True,5
2022,945,121189256,49,57,C#,Major,85,80,83,10,0,8,11,3,1,False,1
2022,767,131746175,25,22,G#,Minor,44,44,67,7,0,12,13,3,3,False,5
2022,5898,244790012,129,128,C#,Major,58,68,91,2,0,27,11,2,2,True,2
2022,685,129314708,17,24,D#,Minor,71,78,40,46,0,7,45,3,2,True,5
2022,1452,331511413,16,20,C#,Major,63,56,43,24,0,12,23,3,2,True,1
2022,1456,219196651,53,33,G#,Major,77,94,87,2,0,23,12,3,2,False,1
2022,2107,170732845,51,50,E,Minor,72,18,46,7,0,28,8,3,2,False,1
2020,1494,273914335,17,15,F#,Major,70,46,76,30,0,9,45,1,2,True,1
2022,1379,179061440,23,18,G#,Minor,74,46,58,15,0,13,8,3,3,True,1
2022,625,185236961,13,12,G#,Major,61,38,62,14,0,23,40,3,1,True,1
2022,2688,171788484,39,36,A#,Minor,55,46,64,0,0,17,10,3,2,False,1
2019,2668,387080183,38,78,B,Major,47,56,90,0,0,10,4,4,2,True,4
2022,799,264717480,14,9,A#,Minor,81,70,65,24,0,8,4,3,1,True,3
2022,1189,244928911,17,16,F,Major,90,73,51,39,0,9,6,2,2,True,1
2022,367,97610446,28,195,G,Major,56,43,53,24,0,12,4,3,3,False,2
2022,527,287278853,10,3,G,Minor,79,64,59,28,0,11,14,3,1,True,1
2008,17504,887906111,63,"1,315",A#,Minor,79,66,65,5,0,25,14,1,1,True,1
2022,3113,123473120,54,124,A,Major,81,90,73,28,0,29,4,3,2,False,1
2022,685,295152154,15,4,B,Major,77,71,75,33,1,13,4,3,3,True,2
2022,782,323455692,15,6,G#,Major,70,97,59,55,0,27,12,1,2,True,1
2022,2442,240918092,81,248,B,Major,82,49,88,20,0,21,3,3,3,False,1
2022,1112,191873381,22,65,G#,Major,77,74,74,47,0,34,8,2,3,True,1
2017,4967,284216603,165,177,F,Major,67,49,77,11,0,19,11,4,2,False,1
2022,2520,239411309,93,84,C#,Minor,67,72,74,30,0,36,4,4,1,True,2
2022,767,265548837,20,11,A#,Major,68,80,92,10,0,9,12,3,2,True,3
2013,19806,703301727,33,274,C#,Major,37,28,66,14,0,9,5,1,3,True,1
2022,5153,244585109,102,113,D#,Major,74,71,89,24,61,15,5,3,3,True,2
2022,615,189476119,14,15,D#,Minor,77,78,91,14,0,33,12,3,2,False,2
2022,2537,277132266,49,67,C#,Major,90,75,50,11,0,9,26,1,1,False,1
2022,1647,278920007,20,23,G#,Minor,70,58,57,25,0,15,7,3,3,True,1
2022,2019,222410722,117,107,A#,Minor,65,79,66,31,0,22,7,3,1,True,2
2022,1473,185392587,25,25,C#,Minor,65,52,80,5,0,6,25,4,3,True,1
2022,1613,202452860,21,13,C#,Major,34,22,31,43,63,10,7,3,1,False,1
2002,30992,1608164312,124,"7,827",F,Major,56,21,44,73,0,11,2,3,3,True,1
2000,10826,624101957,24,805,C#,Major,37,17,27,75,5,10,3,3,1,True,5
2022,920,148461629,10,8,E,Minor,70,26,76,8,0,54,23,4,3,False,1
2022,308,47093942,6,6,A#,Major,81,48,70,13,0,15,7,4,1,False,1
2016,2468,380319238,15,0,C#,Minor,64,4,60,11,0,19,4,3,1,False,5
2022,1097,209106362,18,13,B,Minor,82,75,85,33,1,11,4,3,2,True,1
2022,330,53987404,3,2,D,Major,78,75,62,6,0,15,6,4,1,False,5
2022,1584,115331792,38,24,F,Minor,70,26,56,14,83,11,5,3,3,False,5
2022,1585,225093344,78,328,D,Major,52,24,60,0,0,8,3,4,2,True,2
2022,766,84697729,16,9,D#,Minor,65,24,53,6,0,51,4,4,1,False,5
2022,836,159240673,14,13,A,Major,84,43,75,5,0,6,8,3,1,False,1
2022,430,170709584,14,9,E,Minor,73,65,91,4,0,48,18,4,3,True,3
1982,2020,154356956,77,119,A,Major,66,24,58,17,0,19,5,2,3,False,1
2018,6858,723043854,31,15,G,Major,57,24,37,11,18,16,3,4,2,False,1
2022,3682,247689123,41,158,G,Major,72,92,77,9,0,8,11,3,3,True,5
2022,1639,176474912,86,80,D,Major,57,50,85,5,0,16,4,4,2,False,1
2022,452,235549288,2,13,G,Major,92,53,62,7,0,63,10,4,3,True,3
2020,668,140430339,0,31,D#,Minor,49,13,74,0,0,9,4,1,2,True,5
2022,991,85559365,36,13,F,Minor,74,22,67,0,0,11,46,4,3,False,1
2022,869,146223492,14,12,A#,Major,80,82,81,14,0,13,36,4,3,True,1
2022,648,187701588,0,30,A#,Minor,59,62,60,12,0,5,44,3,3,True,5
2022,1545,154863153,22,15,G#,Minor,91,23,55,1,0,7,32,4,3,False,1
2022,1930,191333656,24,17,E,Minor,75,45,63,6,0,35,12,4,2,False,1
2022,1948,253650850,12,16,E,Minor,80,16,28,17,0,12,39,4,1,False,1
2022,1608,223064273,10,12,G,Major,75,11,50,20,0,30,17,4,2,False,1
2022,1338,170413877,9,7,A,Major,84,33,36,2,0,39,59,4,3,False,1
2022,1936,218320587,7,13,E,Major,66,12,35,55,0,9,14,4,2,False,1
2022,1794,141720999,26,17,C#,Major,73,25,61,1,0,32,7,4,1,False,1
2022,1597,187339835,6,15,A#,Major,48,15,31,80,22,12,4,4,2,False,1
2022,1652,198365537,26,10,G,Major,77,20,70,1,0,16,5,4,2,True,2
2022,1747,186104310,9,13,E,Major,34,39,16,97,0,12,5,4,3,False,1
2022,1715,177503916,4,8,G,Major,48,55,84,43,0,15,12,4,3,False,1
2022,486,71095708,8,7,D,Minor,62,25,44,51,33,14,3,4,2,False,1
2022,1007,112436403,6,3,F,Major,93,62,61,0,0,12,20,4,3,False,1
2022,481,203436468,10,15,F,Major,54,22,76,0,0,14,3,4,2,True,2
2022,1045,93367537,8,2,F,Minor,85,40,43,4,0,39,32,4,3,False,1
2022,1060,106249219,3,5,D,Major,64,11,53,1,0,25,27,4,2,False,1
2022,1274,181382590,1,11,F,Major,57,55,74,22,0,8,4,4,1,False,1
2022,953,91473363,61,37,A,Major,60,24,39,57,0,8,3,4,3,False,1
2022,1180,121871870,4,8,F#,Major,42,7,24,83,1,12,6,4,3,False,5
2022,573,73513683,2,7,C#,Major,80,81,67,4,0,8,6,4,1,False,5
2022,1320,133895612,29,17,C#,Major,82,67,77,8,0,12,5,4,1,False,1
2022,782,96007391,27,32,E,Minor,61,32,67,15,0,11,5,4,1,True,1
